_id,date,center_name,attendance_count
37278489,2024-08-27,Ammon Community Center,2
37278490,2024-08-27,Arlington Community Center,7
37278491,2024-08-27,Brookline Community Center,43
37278492,2024-08-27,Magee Community Center,36
37278493,2024-08-27,Jefferson Community Center,13
37278494,2024-08-27,Ormsby Community Center,7
37278495,2024-08-27,Paulson Community Center,15
37278496,2024-08-27,Warrington Community Center,28
37278497,2024-08-27,West Penn Community Center,53
37278498,2024-08-26,Phillips Community Center,11
37278499,2024-08-26,Arlington Community Center,10
37278500,2024-08-26,Ammon Community Center,45
37278501,2024-08-26,Brookline Community Center,43
37278502,2024-08-26,Jefferson Community Center,16
37278503,2024-08-26,Magee Community Center,42
37278504,2024-08-26,Paulson Community Center,15
37278505,2024-08-26,Ormsby Community Center,13
37278506,2024-08-26,West Penn Community Center,64
37278507,2024-08-26,Warrington Community Center,18
37278508,2024-08-24,Phillips Community Center,1
37278509,2024-08-24,Brookline Community Center,12
37278510,2024-08-24,Magee Community Center,1
37278511,2024-08-24,Ormsby Community Center,4
37278512,2024-08-24,Paulson Community Center,1
37278513,2024-08-24,West Penn Community Center,43
37278514,2024-08-23,Phillips Community Center,11
37278515,2024-08-23,Ammon Community Center,1
37278516,2024-08-23,Arlington Community Center,2
37278517,2024-08-23,Brookline Community Center,18
37278518,2024-08-23,Magee Community Center,9
37278519,2024-08-23,Paulson Community Center,13
37278520,2024-08-23,Ormsby Community Center,5
37278521,2024-08-23,West Penn Community Center,59
37278522,2024-08-23,Warrington Community Center,8
37278523,2024-08-22,Phillips Community Center,10
37278524,2024-08-22,Arlington Community Center,6
37278525,2024-08-22,Ammon Community Center,2
37278526,2024-08-22,Brookline Community Center,26
37278527,2024-08-22,Magee Community Center,16
37278528,2024-08-22,Ormsby Community Center,6
37278529,2024-08-22,Paulson Community Center,14
37278530,2024-08-22,West Penn Community Center,53
37278531,2024-08-21,Phillips Community Center,12
37278532,2024-08-21,Ammon Community Center,1
37278533,2024-08-21,Arlington Community Center,4
37278534,2024-08-21,Brookline Community Center,26
37278535,2024-08-21,Magee Community Center,8
37278536,2024-08-21,Jefferson Community Center,19
37278537,2024-08-21,Paulson Community Center,21
37278538,2024-08-21,Ormsby Community Center,9
37278539,2024-08-21,West Penn Community Center,74
37278540,2024-08-21,Warrington Community Center,8
37278541,2024-08-20,Phillips Community Center,2
37278542,2024-08-20,Ammon Community Center,3
37278543,2024-08-20,Brookline Community Center,26
37278544,2024-08-20,Jefferson Community Center,31
37278545,2024-08-20,Magee Community Center,13
37278546,2024-08-20,Ormsby Community Center,10
37278547,2024-08-20,Paulson Community Center,22
37278548,2024-08-20,Warrington Community Center,10
37278549,2024-08-20,West Penn Community Center,56
37278550,2024-08-19,Phillips Community Center,2
37278551,2024-08-19,Ammon Community Center,1
37278552,2024-08-19,Brookline Community Center,37
37278553,2024-08-19,Magee Community Center,13
37278554,2024-08-19,Jefferson Community Center,30
37278555,2024-08-19,Paulson Community Center,12
37278556,2024-08-19,Ormsby Community Center,6
37278557,2024-08-19,West Penn Community Center,62
37278558,2024-08-19,Warrington Community Center,14
37278559,2024-08-17,Brookline Community Center,3
37278560,2024-08-17,Magee Community Center,4
37278561,2024-08-17,Ormsby Community Center,3
37278562,2024-08-17,Paulson Community Center,7
37278563,2024-08-17,Warrington Community Center,3
37278564,2024-08-17,West Penn Community Center,31
37278565,2024-08-16,Phillips Community Center,16
37278566,2024-08-16,Ammon Community Center,40
37278567,2024-08-16,Arlington Community Center,7
37278568,2024-08-16,Brookline Community Center,26
37278569,2024-08-16,Magee Community Center,10
37278570,2024-08-16,Jefferson Community Center,8
37278571,2024-08-16,Paulson Community Center,20
37278572,2024-08-16,Ormsby Community Center,8
37278573,2024-08-16,West Penn Community Center,49
37278574,2024-08-16,Warrington Community Center,16
37278575,2024-08-15,Phillips Community Center,27
37278576,2024-08-15,Arlington Community Center,3
37278577,2024-08-15,Ammon Community Center,84
37278578,2024-08-15,Brookline Community Center,34
37278579,2024-08-15,Magee Community Center,13
37278580,2024-08-15,Ormsby Community Center,7
37278581,2024-08-15,Paulson Community Center,22
37278582,2024-08-15,Warrington Community Center,20
37278583,2024-08-15,West Penn Community Center,38
37278584,2024-08-14,Phillips Community Center,19
37278585,2024-08-14,Ammon Community Center,1
37278586,2024-08-14,Brookline Community Center,43
37278587,2024-08-14,Magee Community Center,15
37278588,2024-08-14,Paulson Community Center,9
37278589,2024-08-14,Ormsby Community Center,12
37278590,2024-08-14,West Penn Community Center,77
37278591,2024-08-14,Warrington Community Center,25
37278592,2024-08-13,Phillips Community Center,15
37278593,2024-08-13,Ammon Community Center,1
37278594,2024-08-13,Brookline Community Center,24
37278595,2024-08-13,Magee Community Center,16
37278596,2024-08-13,Ormsby Community Center,5
37278597,2024-08-13,Paulson Community Center,15
37278598,2024-08-13,Warrington Community Center,23
37278599,2024-08-13,West Penn Community Center,65
37278600,2024-08-12,Phillips Community Center,22
37278601,2024-08-12,Ammon Community Center,3
37278602,2024-08-12,Arlington Community Center,2
37278603,2024-08-12,Brookline Community Center,32
37278604,2024-08-12,Magee Community Center,24
37278605,2024-08-12,Paulson Community Center,13
37278606,2024-08-12,Ormsby Community Center,6
37278607,2024-08-12,West Penn Community Center,82
37278608,2024-08-12,Warrington Community Center,22
37278609,2024-08-10,Phillips Community Center,4
37278610,2024-08-10,Magee Community Center,4
37278611,2024-08-10,Paulson Community Center,3
37278612,2024-08-10,West Penn Community Center,9
37278613,2024-08-09,Phillips Community Center,10
37278614,2024-08-09,Brookline Community Center,13
37278615,2024-08-09,Magee Community Center,3
37278616,2024-08-09,Jefferson Community Center,47
37278617,2024-08-09,Paulson Community Center,5
37278618,2024-08-09,Ormsby Community Center,1
37278619,2024-08-09,West Penn Community Center,28
37278620,2024-08-09,Warrington Community Center,21
37278621,2024-08-08,Phillips Community Center,4
37278622,2024-08-08,Ammon Community Center,15
37278623,2024-08-08,Brookline Community Center,53
37278624,2024-08-08,Jefferson Community Center,20
37278625,2024-08-08,Magee Community Center,8
37278626,2024-08-08,Ormsby Community Center,6
37278627,2024-08-08,Paulson Community Center,8
37278628,2024-08-08,Warrington Community Center,13
37278629,2024-08-08,West Penn Community Center,55
37278630,2024-08-07,Phillips Community Center,10
37278631,2024-08-07,Ammon Community Center,49
37278632,2024-08-07,Brookline Community Center,54
37278633,2024-08-07,Magee Community Center,9
37278634,2024-08-07,Jefferson Community Center,34
37278635,2024-08-07,Paulson Community Center,13
37278636,2024-08-07,Ormsby Community Center,8
37278637,2024-08-07,West Penn Community Center,52
37278638,2024-08-07,Warrington Community Center,12
37278639,2024-08-06,Phillips Community Center,13
37278640,2024-08-06,Brookline Community Center,50
37278641,2024-08-06,Magee Community Center,10
37278642,2024-08-06,Ormsby Community Center,12
37278643,2024-08-06,Paulson Community Center,16
37278644,2024-08-06,Warrington Community Center,8
37278645,2024-08-06,West Penn Community Center,75
37278646,2024-08-05,Phillips Community Center,9
37278647,2024-08-05,Ammon Community Center,49
37278648,2024-08-05,Brookline Community Center,57
37278649,2024-08-05,Magee Community Center,15
37278650,2024-08-05,Jefferson Community Center,25
37278651,2024-08-05,Paulson Community Center,9
37278652,2024-08-05,Ormsby Community Center,10
37278653,2024-08-05,West Penn Community Center,100
37278654,2024-08-05,Warrington Community Center,15
37278655,2024-08-03,Phillips Community Center,1
37278656,2024-08-03,Brookline Community Center,4
37278657,2024-08-03,Magee Community Center,2
37278658,2024-08-03,Warrington Community Center,1
37278659,2024-08-03,West Penn Community Center,31
37278660,2024-08-02,Phillips Community Center,7
37278661,2024-08-02,Ammon Community Center,20
37278662,2024-08-02,Arlington Community Center,2
37278663,2024-08-02,Brookline Community Center,43
37278664,2024-08-02,Magee Community Center,12
37278665,2024-08-02,Ormsby Community Center,43
37278666,2024-08-02,Paulson Community Center,8
37278667,2024-08-02,West Penn Community Center,43
37278668,2024-08-02,Warrington Community Center,16
37278669,2024-08-01,Phillips Community Center,9
37278670,2024-08-01,Arlington Community Center,2
37278671,2024-08-01,Ammon Community Center,63
37278672,2024-08-01,Brookline Community Center,65
37278673,2024-08-01,Magee Community Center,8
37278674,2024-08-01,Jefferson Community Center,23
37278675,2024-08-01,Paulson Community Center,9
37278676,2024-08-01,Ormsby Community Center,13
37278677,2024-08-01,Warrington Community Center,8
37278678,2024-08-01,West Penn Community Center,34
37278679,2024-07-31,Phillips Community Center,4
37278680,2024-07-31,Ammon Community Center,51
37278681,2024-07-31,Arlington Community Center,2
37278682,2024-07-31,Brookline Community Center,53
37278683,2024-07-31,Jefferson Community Center,27
37278684,2024-07-31,Magee Community Center,8
37278685,2024-07-31,Ormsby Community Center,10
37278686,2024-07-31,Paulson Community Center,8
37278687,2024-07-31,West Penn Community Center,55
37278688,2024-07-31,Warrington Community Center,12
37278689,2024-07-30,Phillips Community Center,9
37278690,2024-07-30,Ammon Community Center,3
37278691,2024-07-30,Brookline Community Center,62
37278692,2024-07-30,Magee Community Center,5
37278693,2024-07-30,Paulson Community Center,8
37278694,2024-07-30,Ormsby Community Center,8
37278695,2024-07-30,Warrington Community Center,13
37278696,2024-07-30,West Penn Community Center,69
37278697,2024-07-29,Phillips Community Center,22
37278698,2024-07-29,Ammon Community Center,32
37278699,2024-07-29,Brookline Community Center,58
37278700,2024-07-29,Magee Community Center,4
37278701,2024-07-29,Jefferson Community Center,26
37278702,2024-07-29,Ormsby Community Center,6
37278703,2024-07-29,Paulson Community Center,10
37278704,2024-07-29,West Penn Community Center,82
37278705,2024-07-29,Warrington Community Center,14
37278706,2024-07-27,Phillips Community Center,2
37278707,2024-07-27,Ammon Community Center,2
37278708,2024-07-27,Brookline Community Center,7
37278709,2024-07-27,Magee Community Center,3
37278710,2024-07-27,Paulson Community Center,1
37278711,2024-07-27,Ormsby Community Center,4
37278712,2024-07-27,West Penn Community Center,26
37278713,2024-07-26,Phillips Community Center,3
37278714,2024-07-26,Ammon Community Center,31
37278715,2024-07-26,Brookline Community Center,44
37278716,2024-07-26,Magee Community Center,7
37278717,2024-07-26,Jefferson Community Center,33
37278718,2024-07-26,Ormsby Community Center,11
37278719,2024-07-26,Paulson Community Center,13
37278720,2024-07-26,West Penn Community Center,37
37278721,2024-07-26,Warrington Community Center,2
37278722,2024-07-25,Phillips Community Center,9
37278723,2024-07-25,Ammon Community Center,87
37278724,2024-07-25,Brookline Community Center,50
37278725,2024-07-25,Jefferson Community Center,26
37278726,2024-07-25,Magee Community Center,14
37278727,2024-07-25,Paulson Community Center,16
37278728,2024-07-25,Ormsby Community Center,4
37278729,2024-07-25,Warrington Community Center,8
37278730,2024-07-25,West Penn Community Center,34
37278731,2024-07-24,Phillips Community Center,7
37278732,2024-07-24,Ammon Community Center,55
37278733,2024-07-24,Brookline Community Center,46
37278734,2024-07-24,Magee Community Center,17
37278735,2024-07-24,Jefferson Community Center,26
37278736,2024-07-24,Ormsby Community Center,7
37278737,2024-07-24,Paulson Community Center,13
37278738,2024-07-24,West Penn Community Center,65
37278739,2024-07-24,Warrington Community Center,12
37278740,2024-07-23,Phillips Community Center,18
37278741,2024-07-23,Ammon Community Center,53
37278742,2024-07-23,Brookline Community Center,49
37278743,2024-07-23,Magee Community Center,14
37278744,2024-07-23,Paulson Community Center,14
37278745,2024-07-23,Warrington Community Center,5
37278746,2024-07-23,West Penn Community Center,120
37278747,2024-07-22,Phillips Community Center,9
37278748,2024-07-22,Ammon Community Center,23
37278749,2024-07-22,Brookline Community Center,44
37278750,2024-07-22,Magee Community Center,16
37278751,2024-07-22,Jefferson Community Center,19
37278752,2024-07-22,Paulson Community Center,9
37278753,2024-07-22,Ormsby Community Center,7
37278754,2024-07-22,West Penn Community Center,83
37278755,2024-07-22,Warrington Community Center,6
37278756,2024-07-20,Phillips Community Center,2
37278757,2024-07-20,Brookline Community Center,7
37278758,2024-07-20,Ormsby Community Center,3
37278759,2024-07-20,Paulson Community Center,6
37278760,2024-07-20,West Penn Community Center,42
37278761,2024-07-19,Phillips Community Center,10
37278762,2024-07-19,Ammon Community Center,53
37278763,2024-07-19,Brookline Community Center,60
37278764,2024-07-19,Jefferson Community Center,31
37278765,2024-07-19,Magee Community Center,9
37278766,2024-07-19,Paulson Community Center,8
37278767,2024-07-19,Ormsby Community Center,6
37278768,2024-07-19,West Penn Community Center,62
37278769,2024-07-19,Warrington Community Center,2
37278770,2024-07-18,Phillips Community Center,10
37278771,2024-07-18,Ammon Community Center,60
37278772,2024-07-18,Brookline Community Center,63
37278773,2024-07-18,Magee Community Center,12
37278774,2024-07-18,Jefferson Community Center,23
37278775,2024-07-18,Ormsby Community Center,10
37278776,2024-07-18,Paulson Community Center,6
37278777,2024-07-18,Warrington Community Center,17
37278778,2024-07-18,West Penn Community Center,73
37278779,2024-07-17,Phillips Community Center,8
37278780,2024-07-17,Ammon Community Center,59
37278781,2024-07-17,Brookline Community Center,56
37278782,2024-07-17,Jefferson Community Center,25
37278783,2024-07-17,Magee Community Center,4
37278784,2024-07-17,Paulson Community Center,6
37278785,2024-07-17,Ormsby Community Center,6
37278786,2024-07-17,West Penn Community Center,75
37278787,2024-07-17,Warrington Community Center,15
